target,text
0,@Kiery_Deary Gravity makes me cry too! and @dancer_09 i know  xx
4,"@GinZone Have a great day, Ginny!  "
0,@thrivingivory When are you going on? I def way to see y'all but i might be a little late 
4,@futuredirected I did see it earlier...but please provide more pics 
0,"http://twitpic.com/6bwmc - Yeah, the picture is kinda dark. Sorry "
4,@JeffreyNYC haha!!! Enjoy the day 
0,i feel like such a dramatic little girl. ugggggghhhh i just want a hug 
4,@danentin There's love! We are following 
0,@FutureVoiceOfNY im suppose to be with you  FML
4,new moooon trailer  ooh my goosh xD
0,is heading to the gym with her boyfriend...ah so lazy 
4,@himynameisrose i know OMG i got his 1000 tweet too  OMG OMG OMG
4,@mileycyrus i vote for you at least once everyday 
0,@jgorske  each other!! Oh I got my score...got an 84  missed a few parts of the business letter and some puncuation errors... silly
4,Bed and longggg walk (even though you said I won't) in the am before graduation brunch 
0,is at work and is feeling as sick as a dog 
0,I'm out after losing a $70K pot to river gutshot which also made me two pair...  Then had KK trapped a guy who 3 bet pre-flop with JT...
0,Grease is on tv. Seeing it makes me sad for Jeff Conway. Remember when he could function? 
0,"my head hurts.. my hands hurt. my eyes hurt. my sinuses hurt. yeah, I have a cold. "
4,Release tonight 
0,why do fools fall in love? 
4,Short Stack in 39 days! Can't fucking wait 
0,my parents made me delete my myspace.  gay
0,725 - 935 but i still have to go. ali needs help with something and i have calculus stuff to make up 
4,"@laubow_ Yeah I'm alright fanks, how are you doing? P.s. I like your new piccie "
4,Beach day   And I snorkeled without any crazy mishaps.
0,no breathing time anymore 
4,"@JonasBrothers all of them. they are awsome!  but specially #jonas-WWIII, #jonas-muchbetter, and #jonas-blackkeys !"
4,Sorry I have been out so long. Went to visit the Denali. I love you guys. But i'm happy to be home with my family again. I missed my Em. 
4,finally in Dallas 
4,@Sevendust A day off in Amsterdam could be one hell of a good day. Enjoy. 
4,is heading home to enjoy a sunny day with his pets!  #fb
4,is glad its friday 
0,This reminds me of the day I realized wrestling was fake...not as tragic but...actually...not HALF as bad but surprising nevertheless 
0,dang i lost a follower 
0,on the way to the 7 train...why must it rain 
0,I forgot how boring babysitting is after the little ones go to sleep 
4,I have 100 followers. 
0,Owww! My hand just got stuck in the car window! 
4,Just got back from a wonderful drive in the countryside-what a great way to spend a blissful Sunday evening 
4,"church time!  wow, we're like almost to the middle of 2009. Where has the year gone??"
0,@BeckyBuckwild I tried to listen to your radio show but you are cutting in and out through out the entire thing   luv you and Frank!
4,"@Cristina_Gil  sh�, Maracaibo "
0, BOSS marah coz i steal a few puff......
0,@markhoppus &lt;3 Can't wait for Blink to get to Toronto. Time to study for exams now though... 
4,@VioletsCRUK have a good day  x
0,SATS...suck. 
4,@mileycyrus http://twitpic.com/6shtr - I love it!! You are really cute in this photo!!! Greetings from Venezuela 
0,I don't want the sunshine to leave today DON'T LEAVE ME all alone in the dark 
4,@jumblejim trying to do more later! and also a bobby toon lol...http://ourspn.pixnet.net/blog/post/28142273  come visit us! 
4,Diversity are amazing Diversity FTW Diversity blah.. need i say more? Diversity 
4,"@djshanev Okay I will try! I would love to listen.. just remind me the time, okay? "
0,@trekkerguy i will twitterflash @trent_reznor. i respond like he does to ppl like that so i feel for him  i get all RAAAAWR.
4,Waitin on friends then headin out to moms for some good eatins 
0,It makes me sad that everybody thinks that i hate them. Even if they are kidding. 
4,This song reminds me of 17 again 
4,@closthemexican loved the carlos show!  
0,My dog just bit me  http://twitpic.com/7iwnj
0,weeee no he visto up 
0,so annoyed !! just got nail polish on my down comforter! trying to get the stain out..with no luck 
0,is soo tired and its only monday  x
4,@baxters Why not? Chernobyl. And I don't want Montgomery Burns having all the power. 
4,"there's an annoying fly by me -- went swimming today and didn't get burnt. but, now i feel all chlorine-ish lmao "
4,@MileyCyrus tell your mum happy birthday and hope she had a great day 
0,"@Sazchik  the hairy bikers are fab, sooo funny, unfortunately they had a warm up man on before them and he was just dreadful "
0,@haunter_ aww thank you. Pain is bad 
4,"@cmbruce2 Good Morning!  I am going to a #zootweetup today at the Sacramento Zoo, also going to try &amp; get work done &amp; some relaxing "
4,"Macaroni &amp; Cheese rox my sox. Royally. Gotta fix this tape thing-y then it's back to packing for moving! Until then, gaming and music. "
4,"@littlescruffs aw, he's gorg Jean "
4,@Jule_E man oh man...what a fecker day!  Thx loads for yer hugs 
4,"Hello all, It another beautiful spring day here  "
0,@richardepryor thanks for the heads up! 
0,@JosephDexter i love it ! Night life and the music scene is always poppin. The rds sux tho i ended up gettin a flat tire 
4,@RickGallagher AMEN! well-you found Him! I didn't know what church was-took my ex beating me-me overdosing 2 numb pain 2 need a SAVE-YOUR 
4,@dougiemcfly I loved the show in Rio! &quot;This is a great way to be noticed&quot; remember this? haha about my shiny mickey mouse hat 
4,Just ate some great food! Fajitas de pollo con queso melted!!!! 
0,@musojosh how'd the gig go? so sorry i didn't make it -  was fading fast yesterday arvo...was a big week  
4,@HarpiBizarre you're confused? you make it sound like that is any kind of challenge  oh no he didn't after all this time x
4,Nothing!! 
4,@donncha really check out assassins creed though. Fairly historically accurate and a great story overall. plus you get to execute people 
4,Watching the rays/yankees game ....  who do I cheer for?
0,Cancer week is drawing to a close. 
0,"Wow lazy day, church, computer, tv. Now i have to finish my stupid painting and read the rest of act two of romeo and juliet! "
4,"@ddrager Family times are the best times  Especially after a full night's sleep+ like you had, LOL. Have fun!"
0,"@camiloarthur  That sucks, I'm sorry."
4,Th�me WP Compositio internationalis� et traduit en fran�ais. Bient�t disponible en download  #theme #wordpress #i18n #fr_FR
4,@partywithneha I love to play tennis and  soccer N reading non fiction 
4,"@MitchBenn wayhay, downhill all the way to the boyfriends now "
4,@ratko_com yes yo are my man! 
4,"@amykt going to TMC sunday, and going to read twilight on the way (to distract me from our new travel policy)  "
4,Fuckkkkk youuu 
4,@TS_Elliott Yup - Zzzzzz - Sleep  almost 3 am now in the UK and I reckon I've got the school run with the kids at 8am!
0,@chriscornell link not working 
0,bedtime's near here..  need to sleep got to be up early for a brand new day. hello dreamworld! nite! zZzzzZZzzZZ
4,Home. Wonderful day at Disney with Jon. Bedtime now. Work tomorrow at 11. Come visit me and get a burger. 
0,@JohnSmedley I don't suppose there is any stockists in Sri Lanka is there?! I miss my S/S Sea Island Cotton numbers 
4,"hmm..SBI online slow today..exactly whn i want it to be fast..(that condition always applies, btw)  "
0,why will no one play badmitton with me?!?!?!?! 
4,"@NileyLoveStory Thats Kind Of Rude,I Support Miley 100% Not Matter What Or Who Shes Dates So If She Like Justin Then I Like Justin "
4,yeaaa! 2 more days  caaaaaant wait.
0,Need to cram on studying this weekend... 
4,I am a one and only crazy motherfucker!!! 
4,@kconWHOA Got it. 
4,@lovelifelivewel you are so funny.  i just spent the past 2 hours with a tummy ache.  i'm okay   i'm picking out finishes for my project
0,broken finger   but braces off !!!!
0,"I am coming down with something-woke up exhausted, and have this burning sensation in my throat. "
4,@jonasobsessedx Duhh tio I love my handwriting in felt pens ! &lt;3 &amp; I'm ofiiciialy in love with Ur handwriting 
4,@bhinchliffe you're a bad person...enjoy your crickets 
4,Watched the @taylorswift13 dateline thingy. Now I'm watching the mtv movie awards AND JUST SAW TAYLOR SWIFT ASK OUT ANDY SAMBERG!!!!lol 
4,@Goofy748 i followed youu please follow me 
0,Feeling like he was jinxed by Aleksandra... I hadnt had my share of seasonal allergies up to this morning... Hello Anti-histamin 
4,@ayerad i know i wasnt at school today.. Sorry  ll give it to ya tomorro. i pormise
4,@1WineDude That's a really cool giveaway! 
4,is watchingg the red sox game.  
4,PB was so much fun! Got bruises all over my body! Ouch! @CTWN shot me in the butt 
4,Ok then! Touchdown Madrid and now we begin the drive to Avila. Sleep a lot on the plane so no tunage! Maybe at the hotel 
4,Angels And Demon's was incredible... A worth while viewing! 
4,"@solangeknowles Would love to see you do a gig in Cardiff, Wales one day!!!   Any plans??"
0,Got all confused thought Mother's Day (Au) was tomorrow but not til next Sun will have to wait another week for my chocolate!!! 
4,Just a little shake  #earthquake - back to editing.   http://yfrog.com/5ehrsj (via @joshcoxrun)
0,@andrewsteeley I think it's awesome that the Yankees have been utterly embarrassed in front of that crowd that paid $200+ for seats 
0,@Dannymcfly  bruce is today in the netherlands and you missed him 
4,@selenagomez thanks for posting that site. i loved that song that pink sang! 
0,@chicitysoulstar hey snuckums!!!! SOoooooo I won't be going to Cali in August 
0,"@tommcfly tom  you never reply me oh god! u are my hero you know?,I love you.I miss your voice in argentina! "
4,"@JoshuaTreez Also, how do you &quot;Vew&quot; something?  http://www.infusionlounge.com/dining/menu/"
4,Time to go lunch at Connors...byeeee 
0,@tommcfly make a song dedicated to brazil please 
4,@Bonelle Good luck Luke!!!! 
4,"@mungotwyford sounds like a fabby day to me, glad all went well for you, relaxed night for me as well, it is sunday after all  x"
4,Best view yesterday..balancing on a planter ledge for 2 hours was totally worth it. 
0,Trying to go to bed and fall asleep watching crap on 4OD but a certain @RAWRitsBryony won't let me 
4,@PRPeta look forward to seeing more of Maisy and friends. 
0,@asharachal booooo! That blows to hear 
4,@Cunninghamster Thank you  xxxx
4,Saw star trek. Loved it to death 
0,fuck man a month and twenty eight days. CANNOT come fast enough. AND cheerleadings over  idk what to do with myself. emotional wreck.
4,"@Bizarre57 aww thats as shame, you where looking forward to going..hope you get to go tomorrow "
4,Typing this right now on twitter LOL 
4,its tad chilly today. meeting mum at the coffee club for lunch  opening day yay
0,@amazingphoebe how was work last night anyway? 
4,@IAmCastiel Get some rest 
4,@livepath No worries-I probably need to unplug myself more often 
0,@Chyna3y3s I know..... u stay in their ..LOL and I crash my car last Friday 
4,In-N-Out... dont worry.. I'll be back soon 
0,My Globe Mobile's dead and I left my charger at home!!!  http://plurk.com/p/y2mof
4,"@bursaar I love the summer rain, all wet and warm on my skin, have warned the kids I will be going out to stand in it "
0,last finla!!! then moving to Charleston mext week!!  tesknie za toba 
0,Just finished talking to Jordan. I miss my cousins. 
0,Day 2- I'd kill to see my best friend 
4,@tombarrett ahh...thanks...so nice and I start loving Twitter now 
4,i wanna watch Drag Me To Hell!!! many peeps said that the movie is gory awesomeee. 
0,@wickedlibrarian  LOL. They should add the  &quot;rod of judgement&quot; to their selection. You have been naughty while I slept - I missed the fun 
4,"@CarlisleCullen_ No! That's great, you two deserve a vacation. "
4,@geirwaaler It's not hard to get started but it takes years to get the black belt  Let me know if you need some hints 
0,"'s 3Gs is here, but At&amp;t won't let him have it till tmrw "
0,@smoshanthony I liked your old display picture better!! 
4,absolutely awesome  they have to be bored. http://bit.ly/7yH8X
4,"@PaulDuxbury &quot;Duxbury's have been here since pre 1066&quot; That's amazing! You SHOULD be interested in genealogy, if not geology "
